index,file,var_name,epoch,label
0,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881624937471000,3
1,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883843453673000,3
2,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882538443898000,3
3,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882902946577000,3
4,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882371942686000,3
5,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883658952264000,3
6,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883051447687000,3
7,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883343949879000,3
8,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883168448562000,3
9,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882182941331000,3
10,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882628444556000,3
11,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882484443504000,3
12,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881885939249000,3
13,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883825453536000,3
14,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881845438974000,3
15,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881872439160000,3
16,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883438450597000,3
17,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882875946377000,3
18,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883231449036000,3
19,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882380942751000,3
20,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881948939685000,3
21,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881444936274000,3
22,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882430443112000,3
23,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883609451892000,3
24,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881633937531000,3
25,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882160441175000,3
26,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881962439783000,3
27,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881836438911000,3
28,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881143434305000,3
29,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883393450257000,3
30,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883510451142000,3
31,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882871446347000,3
32,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883258449239000,3
33,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881863439097000,3
34,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881579937170000,3
35,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883690452508000,3
36,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883829953567000,3
37,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883181948660000,3
38,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565884054955287000,3
39,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883645452165000,3
40,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883019947449000,3
41,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881102934036000,3
42,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881521436783000,3
43,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881350435657000,3
44,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881237934919000,3
45,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881728438174000,3
46,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882088440667000,3
47,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881827438849000,3
48,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882673444886000,3
49,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883204448833000,3
50,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881125434186000,3
51,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881404436011000,3
52,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883357449985000,3
53,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883973954666000,3
54,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882812945910000,3
55,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881611437383000,3
56,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883096448023000,3
57,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883703952606000,3
58,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882173941268000,3
59,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883321449713000,3
60,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881345935625000,3
61,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882169441239000,3
62,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882961447016000,3
63,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565883078447889000,3
64,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565882655444753000,3
65,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848139388507000,3
66,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849390399259000,3
67,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848647892871000,3
68,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848346390284000,3
69,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849115896893000,3
70,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848697393300000,3
71,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849025896119000,3
72,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849129397014000,3
73,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849187897512000,3
74,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848314890010000,3
75,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848710893412000,3
76,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849295898441000,3
77,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849273398252000,3
78,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848301389899000,3
79,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849165397324000,3
80,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848215889160000,3
81,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565849007895965000,3
82,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848692893257000,3
83,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848377890551000,3
84,mms1_fpi_fast_l2_dis-dist_20171206160000_v3.4.0.cdf,mms1_dis_dist_fast,565848998895888000,3
