index,file,var_name,epoch,label
0,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881093933978000,3
1,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881098434009000,3
2,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881102934036000,3
3,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881107434069000,3
4,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881111934095000,3
5,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881116434128000,3
6,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881120934154000,3
7,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881125434186000,3
8,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881129934213000,3
9,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881134434246000,3
10,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881138934272000,3
11,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881143434305000,3
12,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881147934331000,3
13,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881152434363000,3
14,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881156934390000,3
15,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881161434422000,3
16,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881165934448000,3
17,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881170434481000,3
18,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881174934507000,3
19,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881179434540000,3
20,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881183934566000,3
21,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881188434598000,3
22,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881192934625000,3
23,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881197434658000,3
24,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881201934683000,3
25,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881206434716000,3
26,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881210934742000,3
27,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881215434775000,3
28,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881219934802000,3
29,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881224434833000,3
30,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881228934860000,3
31,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881233434893000,3
32,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881237934919000,3
33,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881242434951000,3
34,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881246934977000,3
35,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881251435010000,3
36,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881255935037000,3
37,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881260435068000,3
38,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881264935095000,3
39,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881269435128000,3
40,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881273935154000,3
41,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881278435186000,3
42,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881282935212000,3
43,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881287435245000,3
44,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881291935271000,3
45,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881296435304000,3
46,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881300935330000,3
47,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881305435363000,3
48,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881309935389000,3
49,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881314435422000,3
50,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881318935448000,3
51,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881323435481000,3
52,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881327935506000,3
53,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881332435539000,3
54,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881336935566000,3
55,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881341435598000,3
56,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881345935625000,3
57,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881350435657000,3
58,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881354935683000,3
59,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881359435716000,3
60,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881363935742000,3
61,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881368435776000,3
62,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881372935801000,3
63,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881377435834000,3
64,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881381935860000,3
65,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881386435893000,3
66,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881390935919000,3
67,mms1_fpi_fast_l2_dis-dist_20171207000000_v3.4.0.cdf,mms1_dis_dist_fast,565881395435952000,3
